title,price,floor_area,location,agency,image_url
"Terrassentraum in Penzing - 3-Zimmer + Galerie, ausgezeichnete Anbindung | 360 Grad Rundgang",310000,129 m²,"1140 Wien, 14. Bezirk, Penzing",Akkadia Immobilienvermittlungs GmbH,https://cache.willhaben.at/mmo/2/380/579/092_-1663507768_hoved.jpg
"Hell, freundlich und sehr gut gelegen, privat-97m² Wohnfläche !!!! KEINE MAKLER-ANRUFE ERWÜNSCHT!!!!!",598000,97 m²,"1140 Wien, 14. Bezirk, Penzing",,https://cache.willhaben.at/mmo/1/376/881/071_1419304205_hoved.jpg
provisionsfrei - Doppelhaus - angenehme Grünruhelage am Bierhäuselberg - 1140 Wien,598000,118 m²,"1140 Wien, 14. Bezirk, Penzing",Mroom Immobilien GmbH,https://cache.willhaben.at/mmo/0/367/953/800_-522195523_hoved.jpg
"individuell gestaltbare, familienfreundliche Doppelhäuser am Bierhäuselberg - 1140 Wien",280000,118 m²,"1140 Wien, 14. Bezirk, Penzing",Mroom Immobilien GmbH,https://cache.willhaben.at/mmo/4/333/250/894_-1889144324_hoved.jpg
Gut aufgeteiltes 3-Zimmer-Eigentum nahe U4 Braunschweiggasse,640000,72 m²,"1140 Wien, 14. Bezirk, Penzing",Rudi Dräxler Immobilientreuhand GesmbH,https://cache.willhaben.at/mmo/8/373/888/158_1330315710_hoved.jpg
GRÜNDERZEITHAUS! Moderne Traumwohnung mit schöner Dachterrasse und Klimaanlage - vorbeischauen lohnt sich!,220000,144 m²,"1140 Wien, 14. Bezirk, Penzing",Immovent GmbH,https://cache.willhaben.at/mmo/0/380/529/490_-1248464904_hoved.jpg
2 Zimmer Wohnung U4 Braunschweiggasse Provisionsfrei,355000,63 m²,"1140 Wien, 14. Bezirk, Penzing",,https://cache.willhaben.at/mmo/6/371/912/796_-1404635542_hoved.jpg
TOP Sanierte Wohnung in 1140 Wien,299000.5,59 m²,"1140 Wien, 14. Bezirk, Penzing",4M Immobilien&Consulting GmbH & Co KG,https://cache.willhaben.at/mmo/2/380/379/152_-1771243885_hoved.jpg
"Provisionsfreie 3-Zimmer Neubauwohnungen zum Vermieten ab 240.000, -- Euro! U3!",324500.5,68 m²,"1140 Wien, 14. Bezirk, Penzing",teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/8/380/504/668_663611374_hoved.jpg
"Provisionsfreie 3-Zimmer Neubauwohnungen mit Freiflächen ab 290.000, -- Euro! U3!",215000.5,62 m²,"1140 Wien, 14. Bezirk, Penzing",teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/0/380/504/680_1398403654_hoved.jpg
"Provisionsfreie 2-Zimmer Neubauwohnungen mit Freiflächen ab 199.000, -- Euro! U3!",215000.5,40 m²,"1140 Wien, 14. Bezirk, Penzing",teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/8/380/504/688_72409843_hoved.jpg
"Provisionsfreie 2-Zimmer Neubauwohnungen mit Freiflächen ab 199.000, -- Euro! U3!",180000.5,40 m²,"1140 Wien, 14. Bezirk, Penzing",teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/5/380/504/695_1398403654_hoved.jpg
"Provisionsfreie 2-Zimmer Neubauwohnungen zum Vermieten ab 170.000, -- Euro! U3!",199000.4,40 m²,"1140 Wien, 14. Bezirk, Penzing",teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/7/380/504/697_663611374_hoved.jpg
"Provisionsfreie 2-Zimmer Neubauwohnungen zum Vermieten ab 170.000, -- Euro! U3!",240000.5,45 m²,"1140 Wien, 14. Bezirk, Penzing",teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/0/380/504/700_72409843_hoved.jpg
"Provisionsfreie 2-Zimmer Neubauwohnungen mit Freiflächen ab 199.000, -- Euro! U3!",259000,45 m²,"1140 Wien, 14. Bezirk, Penzing",teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/5/380/504/705_663611374_hoved.jpg
NEUER PREIS! 3D-RUNDGANG! PROVISIONSFREIE 3-ZIMMER WOHNUNG INKL. KÜCHE NÄHE BREITENSEE!,168000,72 m²,"1140 Wien, 14. Bezirk, Penzing",BUWOG Group Einzelwohnungsverkauf,https://cache.willhaben.at/mmo/7/380/486/487_-1207901376_hoved.jpg
Nähe Hanusch-Spital - Kleines Apartment vom Feinsten!,899000.3,34 m²,"1140 Wien, 14. Bezirk, Penzing",Wiener Privatbank Immobilienmakler GmbH,https://cache.willhaben.at/mmo/2/338/716/612_1660805871_hoved.jpg
"Repräsentative Wohnung in der Beletage der ""Richard Wagner Villa""",265993,172 m²,"1140 Wien, 14. Bezirk, Penzing",Real Immobilien.wien,https://cache.willhaben.at/mmo/4/380/377/164_1648096890_hoved.jpg
"1140 Wien, Wohnung nahe Naherholungsgebiet Wienerwald",265993,62 m²,"1140 Wien, 14. Bezirk, Penzing",s REAL - Wien,https://cache.willhaben.at/mmo/1/265/809/641_-1198198077_hoved.jpg
Frühlingsgefühle? Genießen Sie Ihren Kaffee auf der Sonnenterrasse,615000,62 m²,"1140 Wien, 14. Bezirk, Penzing",s REAL - Wien,https://cache.willhaben.at/mmo/2/252/530/402_-1658065352_hoved.jpg
LUXURIÖSE DACHGESCHOSSWOHNUNG AUF ZWEI EBENEN | 4 ZIMMER | DACHTERRASSE | ERSTBEZUG,623000,120 m²,"1140 Wien, 14. Bezirk, Penzing",Polke & Partner Immobilientreuhand,https://cache.willhaben.at/mmo/8/380/352/458_1075376977_hoved.jpg
"individuell gestaltbare, familienfreundliche Doppelhäuser am Bierhäuselberg - 1140 Wien",349000,118 m²,"1140 Wien, 14. Bezirk, Penzing",Mroom Immobilien GmbH,https://cache.willhaben.at/mmo/9/333/059/369_854455429_hoved.jpg
HOCHWERTIGER ERSTBEZUG: LICHTDURCHFLUTETE DACHGESCHOSSWOHNUNG MIT SONNENTERRASSE UND BALKON (TOP 24),329000,65 m²,"1140 Wien, 14. Bezirk, Penzing","IMMCON GmbH, Immobilien Consulting",https://cache.willhaben.at/mmo/1/380/314/631_1593895640_hoved.jpg
TRAUMWOHNUNG - BALKON - SÜD - GRÜNBLICK,359000,119 m²,3001 Mauerbach,,https://cache.willhaben.at/mmo/1/378/624/081_-756556659_hoved.jpg
"Traumhafte, ruhige Gartenwohnung inkl. Garagenplatz",265000,91 m²,3001 Mauerbach,Haider Realitäten GmbH,https://cache.willhaben.at/mmo/7/378/579/707_2029385572_hoved.jpg
"Ruhige, barrierefreie Eigentumswohnung",320000,73 m²,3001 Mauerbach,Star Immobilientreuhand Ges.m.b.H.,https://cache.willhaben.at/mmo/3/366/132/423_870176155_hoved.jpg
"""Dachgeschoßwohnung mit Blick in den Wald!""",459000,100 m²,3001 Mauerbach,RE/MAX Donau-City-Immobilien,https://cache.willhaben.at/mmo/4/365/500/144_1429796225_hoved.jpg
Exklusive 4 Zimmer-Familienwohnung mit Garten - Nähe Wien!,248000,118 m²,3001 Mauerbach,DOMO Gebäudeverwaltungs- und Realitätengesellschaft m.b.H.,https://cache.willhaben.at/mmo/3/356/007/893_177989480_hoved.jpg
Großzügige Familienwohnung in sonniger Grünlage,240000,104 m²,3001 Mauerbach,Rudi Dräxler Immobilientreuhand GesmbH,https://cache.willhaben.at/mmo/2/256/128/912_1349518348_hoved.jpg
Generalsanierte Eigentumswohnung in Mauerbach,235000,71 m²,3001 Mauerbach,Rudi Dräxler Immobilientreuhand GesmbH,https://cache.willhaben.at/mmo/3/362/739/813_1205729729_hoved.jpg
- UNI-Real - Glücklich wohnen vor den Toren Wiens,235000,80 m²,3001 Mauerbach,UNI - Real Estate GmbH,https://cache.willhaben.at/mmo/2/352/626/102_-1972246553_hoved.jpg
"Im Zentrum, trotzdem fast im Wienerwald- PROVISIONSFREI!",399000.22,43 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/6/380/583/206_-415768281_hoved.jpg
PROVISIONSFREI - STILVOLLER NEUBAU MIT PERFEKTEM SCHNITT - JEDE WOHNUNG MIT TOLLEN FREIFLÄCHEN,315000,92 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/9/380/583/209_-415768281_hoved.jpg
RUHIGER NEUBAU-ERSTBEZUG IN ZENTRUMSLAGE,440000,74 m²,3002 Purkersdorf,Rudi Dräxler Immobilientreuhand GesmbH,https://cache.willhaben.at/mmo/1/302/290/341_-1523057073_hoved.jpg
Eigenheim am Sagberg mit Weitblick - Verbundenheit mit der Natur,513000,97 m²,3002 Purkersdorf,Boubeva Makler GmbH,https://cache.willhaben.at/mmo/0/269/933/880_1845361544_hoved.jpg
Eigenheim am Sagberg mit Weitblick - Verbundenheit mit der Natur,259000,114 m²,3002 Purkersdorf,Boubeva Makler GmbH,https://cache.willhaben.at/mmo/7/241/796/777_1265366976_hoved.jpg
Wohnung mit Carport / Stadtgrenze Wien-Purkersdorf,239948,76 m²,3002 Purkersdorf,TKR Immobilienservice GmbH,https://cache.willhaben.at/mmo/7/380/132/037_-1517421112_hoved.jpg
2-Zimmer Wohntraum mit südseitigem Balkon,402738,63 m²,3011 Purkersdorf,Das Neue Wohnen GmbH,https://cache.willhaben.at/mmo/7/307/352/787_724237018_hoved.jpg
Süd/ West/ Nord-Ausrichtung - Top Gartenwohnung in Purkersdorf,529640,106 m²,3011 Purkersdorf,Das Neue Wohnen GmbH,https://cache.willhaben.at/mmo/1/307/352/791_724237018_hoved.jpg
Großzügige 5-Zimmer Dachgeschoßwohnung mit Blick in den Wienerwald,225100,130 m²,3011 Purkersdorf,Das Neue Wohnen GmbH,https://cache.willhaben.at/mmo/5/307/352/795_1533012367_hoved.jpg
Charmante 2-Zimmer Wohnung mit südseitigem Balkon,588000,60 m²,3011 Purkersdorf,Das Neue Wohnen GmbH,https://cache.willhaben.at/mmo/0/307/352/800_1533012367_hoved.jpg
DACHGESCHOSS-MAISONETTEWOHNUNG - ERSTBEZUG NACH RENOVIERUNG,409000,143 m²,1140 Purkersdorf,Immobilien Mörtl G.m.b.H.,https://cache.willhaben.at/mmo/6/241/792/356_976615263_hoved.jpg
4-ZIMMER- ERSTBEZUG IN WIENERWALDVILLA IN SCHÖNER LAGE,425000,96 m²,3002 Purkersdorf,Immobilien Mörtl G.m.b.H.,https://cache.willhaben.at/mmo/6/241/775/396_1583937314_hoved.jpg
GARTENWOHNUNG - ERSTBEZUG NACH RENOVIERUNG,369646,100 m²,1140 Purkersdorf,Immobilien Mörtl G.m.b.H.,https://cache.willhaben.at/mmo/4/241/767/184_1583937314_hoved.jpg
4 JAHRESZEITEN - traumhafte 4-Zimmer-Balkonwohnung - ERSTBEZUG,459852,91 m²,3002 Purkersdorf,RE Real Esthetiques GmbH,https://cache.willhaben.at/mmo/0/367/354/920_488697744_hoved.jpg
Traumhafte Dachgeschoßwohnung mit Blick auf den Wienerwald,399964,99 m²,3011 Purkersdorf,Das Neue Wohnen GmbH,https://cache.willhaben.at/mmo/0/307/063/260_724237018_hoved.jpg
Freiflächen in 3 Himmelsrichtungen - Top Gartenwohnung in Purkersdorf,240000,105 m²,3011 Purkersdorf,Das Neue Wohnen GmbH,https://cache.willhaben.at/mmo/3/307/063/253_1533012367_hoved.jpg
BLICK ÜBER PURKERSDORF: Sanierungswürdige 3-Zimmerwohnung,249000.5,70 m²,3002 Purkersdorf,Rudi Dräxler Immobilientreuhand GesmbH,https://cache.willhaben.at/mmo/6/343/933/266_-318507875_hoved.jpg
NEUBAU MIT QUALITÄT IM STADTZENTRUM UND BEIM HAUPTPLATZ VON PURKERSDORF! - ! PROVISIONSFREI!,259805,45 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/7/379/610/297_-847977492_hoved.jpg
Idealer Grundriss: 2-Zimmer mit großer südseitiger Terrasse & Gärtchen,429940,71 m²,3011 Purkersdorf,Das Neue Wohnen GmbH,https://cache.willhaben.at/mmo/5/306/882/625_1533012367_hoved.jpg
Großzügige Gartenwohnung mit südseitiger Terrasse,319000,113 m²,3011 Purkersdorf,Das Neue Wohnen GmbH,https://cache.willhaben.at/mmo/1/306/882/621_724237018_hoved.jpg
Fast schon Wien aber doch noch grün,449000,74 m²,3002 Purkersdorf,s REAL - Niederösterreich,https://cache.willhaben.at/mmo/5/326/541/655_1038935189_hoved.jpg
Sie wollen heuer im Sommer Ihre eigene DG-Maisonette mit Südterrasse genießen?,295000,114 m²,3002 Purkersdorf,CL-Immogroup,https://cache.willhaben.at/mmo/0/348/923/180_-1836388534_hoved.jpg
Gut aufgeteilte 4-Zimmerwohnung an Wiener Stadtgrenze,310000,92 m²,3002 Purkersdorf,Rudi Dräxler Immobilientreuhand GesmbH,https://cache.willhaben.at/mmo/6/378/646/486_-1940915814_hoved.jpg
Eigentumswohnung Purkersdorf,232000,75 m²,3002 Purkersdorf,,https://cache.willhaben.at/mmo/5/378/430/175_283768859_hoved.jpg
ZENTRUM VON PURKERSDORF - GROSSZÜGIGES FAMILIEN-LOGGIAEIGENTUM MIT AUTOSTELLPLATZ,272000,98 m²,3002 Purkersdorf,s REAL - Niederösterreich,https://cache.willhaben.at/mmo/1/325/397/001_715583599_hoved.jpg
Wohnungseigentum auf Gartenniveau,382190,113 m²,3002 Purkersdorf,RE/MAX Vision Fa. Makellos e.U.,https://cache.willhaben.at/mmo/3/330/506/363_-1318261875_hoved.jpg
Großzügige 4-Zimmer Gartenwohnung in Purkersdorf,330000.1,100 m²,3011 Purkersdorf,Das Neue Wohnen GmbH,https://cache.willhaben.at/mmo/5/310/321/505_724237018_hoved.jpg
!! GROßZÜGIGE TERRASSE - ! PROVISIONSFREI! - STILVOLLER NEUBAU MIT PERFEKTEM SCHNITT!!,533840,76 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/6/377/245/196_1603726364_hoved.jpg
ANLEGERHIT 3% Rendite langfristig vermietete GARTENWOHNUNG,249000,98 m²,3002 Purkersdorf,RE Real Esthetiques GmbH,https://cache.willhaben.at/mmo/7/370/115/437_-1549539157_hoved.jpg
TRAUMHAFTE DACHTERRASSE - NEUBAU MIT QUALITÄT IN PURKERSDORF! - PROVISIONSFREI,259000,49 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/7/379/957/527_-1761017974_hoved.jpg
360° Video! HELLE OSTSEITIGE 3 ZIMMER EIGENTUMSWOHNUNG IN PURKERSDORF,235000,76 m²,3002 Purkersdorf,Immobilien Mörtl G.m.b.H.,https://cache.willhaben.at/mmo/9/369/950/089_-1313803303_hoved.jpg
DACHTERRASSENTRAUM! - ! PROVISIONSFREI! - STILVOLLER NEUBAU MIT PERFEKTEM SCHNITT,435000.1,43 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/8/380/259/658_1703020289_hoved.jpg
! PROVISIONSFREI! - STILVOLLER NEUBAU MIT PERFEKTEM SCHNITT - JEDE WOHNUNG MIT TOLLEN FREIFLÄCHEN,169000,107 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/6/376/818/026_-971245215_hoved.jpg
SONNIGES 4 ZIMMER DACHGESCHOSSEIGENTUM IN PURKERSDORF,399000.1,81 m²,3002 Purkersdorf,s REAL - Niederösterreich,https://cache.willhaben.at/mmo/4/369/483/214_146266578_hoved.jpg
! PROVISIONSFREI! - STILVOLLER NEUBAU MIT PERFEKTEM SCHNITT - JEDE WOHNUNG MIT TOLLEN FREIFLÄCHEN,199980,92 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/0/376/128/820_-971245215_hoved.jpg
Klein aber sehr fein: charmante 2-Zimmer mit südseitigem Balkon,519840,48 m²,3011 Purkersdorf,Das Neue Wohnen GmbH,https://cache.willhaben.at/mmo/1/307/997/911_724237018_hoved.jpg
Exklusive Dachgeschoßwohnung mit Süd-Balkon und Dachterrasse,379237,128 m²,3011 Purkersdorf,Das Neue Wohnen GmbH,https://cache.willhaben.at/mmo/5/307/997/915_724237018_hoved.jpg
Charmante Dachgeschoßwohnung mit Balkon und Dachterrasse,435000.1,84 m²,3011 Purkersdorf,Das Neue Wohnen GmbH,https://cache.willhaben.at/mmo/0/307/997/910_1533012367_hoved.jpg
! PROVISIONSFREI! - STILVOLLER NEUBAU MIT PERFEKTEM SCHNITT - JEDE WOHNUNG MIT TOLLEN FREIFLÄCHEN,243064,96 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/0/375/025/800_900983611_hoved.jpg
"Helle, südseitige 2-Zimmer Dachgeschoßwohnung mit Blick zum Wienerwald",479260,54 m²,3011 Purkersdorf,Das Neue Wohnen GmbH,https://cache.willhaben.at/mmo/4/307/997/894_1533012367_hoved.jpg
Sehr helle Dachgeschoßwohnung mit Süd-Balkon und Dachterrasse,481550,111 m²,3011 Purkersdorf,Das Neue Wohnen GmbH,https://cache.willhaben.at/mmo/6/307/997/906_724237018_hoved.jpg
Sehr helle 4-Zimmer Dachgeschoßwohnung mit Süd-Balkon und Dachterrasse,220000,121 m²,3011 Purkersdorf,Das Neue Wohnen GmbH,https://cache.willhaben.at/mmo/1/307/997/901_1533012367_hoved.jpg
Helle Eigentumswohnung nahe Wiener Stadtgrenze,349000.1,65 m²,3002 Purkersdorf,Rudi Dräxler Immobilientreuhand GesmbH,https://cache.willhaben.at/mmo/4/362/369/004_-1610090630_hoved.jpg
! PROVISIONSFREI! - STILVOLLER NEUBAU MIT PERFEKTEM SCHNITT - JEDE WOHNUNG MIT TOLLEN FREIFLÄCHEN,255823,86 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/9/375/142/309_-770512141_hoved.jpg
#Vorsorgewohnung #Sofortgewinn,210000,76 m²,3002 Purkersdorf,RE/MAX First,https://cache.willhaben.at/mmo/1/312/993/261_1933046704_hoved.jpg
! PROVISIONSFREI! - STILVOLLER NEUBAU MIT PERFEKTEM SCHNITT - JEDE WOHNUNG MIT TOLLEN FREIFLÄCHEN,271818.18,49 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/9/376/043/309_900983611_hoved.jpg
NEUBAU MIT QUALITÄT IM STADTZENTRUM UND BEIM HAUPTPLATZ VON PURKERSDORF! - PROVISIONSFREI,300000,68 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/6/372/843/116_-1808208539_hoved.jpg
NEUBAU MIT QUALITÄT IM STADTZENTRUM UND BEIM HAUPTPLATZ VON PURKERSDORF! - PROVISIONSFREI,190909.09,76 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/0/372/843/110_-847977492_hoved.jpg
PROVISIONSFREI! - STILVOLLER NEUBAU MIT PERFEKTEM SCHNITT! - JEDE WOHNUNG MIT TOLLEN FREIFLÄCHEN!,226363.64,87 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/9/372/843/139_900983611_hoved.jpg
NEUBAU MIT QUALITÄT IM STADTZENTRUM UND BEIM HAUPTPLATZ VON PURKERSDORF! - ! PROVISIONSFREI!,226363.64,45 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/6/372/843/126_579859505_hoved.jpg
NEUBAU MIT QUALITÄT IM STADTZENTRUM UND BEIM HAUPTPLATZ VON PURKERSDORF! - ! PROVISIONSFREI!,180909.09,49 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/9/372/843/129_180872369_hoved.jpg
NEUBAU MIT QUALITÄT IM STADTZENTRUM UND BEIM HAUPTPLATZ VON PURKERSDORF! - ! PROVISIONSFREI!,317272.73,44 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/4/372/843/134_-1808208539_hoved.jpg
! PROVISIONSFREI! - STILVOLLER NEUBAU MIT PERFEKTEM SCHNITT - JEDE WOHNUNG MIT TOLLEN FREIFLÄCHEN,395454.55,86 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/4/372/843/144_-959974934_hoved.jpg
! PROVISIONSFREI! - STILVOLLER NEUBAU MIT PERFEKTEM SCHNITT - JEDE WOHNUNG MIT TOLLEN FREIFLÄCHEN,213636.36,107 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/0/372/843/150_-415768281_hoved.jpg
NEUBAU MIT QUALITÄT IM STADTZENTRUM UND BEIM HAUPTPLATZ VON PURKERSDORF! - ! PROVISIONSFREI!,362727.27,43 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/6/372/843/146_900983611_hoved.jpg
! PROVISIONSFREI! - STILVOLLER NEUBAU MIT PERFEKTEM SCHNITT - JEDE WOHNUNG MIT TOLLEN FREIFLÄCHEN,395454.55,92 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/1/372/843/141_-1808208539_hoved.jpg
NEUBAU MIT QUALITÄT IM STADTZENTRUM UND BEIM HAUPTPLATZ VON PURKERSDORF! - ! PROVISIONSFREI!,435000,96 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/5/372/843/105_-770512141_hoved.jpg
TRAUMHAFTE DACHTERRASSE! - ! PROVISIONSFREI! - STILVOLLER NEUBAU MIT PERFEKTEM SCHNITT,259000,87 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/2/380/384/892_1988947595_hoved.jpg
Helle Ruheoase in zentrumsnaher Lage!,435000,76 m²,3002 Purkersdorf,IMMOSKY Skylead Real GmbH - Wien,https://cache.willhaben.at/mmo/7/377/845/797_1007073803_hoved.jpg
PROVISIONSFREI! - NEUBAU im Stadtzentrum - Jede WOHNUNG mit tollen Freiflächen.!,249000.1,87 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/1/379/545/141_180872369_hoved.jpg
Provisionsfrei! Balkon- und Terrassenwohnung zum Vermieten mit USt. Ausweisung! südseitig!,399000,49 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/8/376/762/418_-1808208539_hoved.jpg
Provisionsfrei! Balkonwohnung zum Vermieten mit USt. Ausweisung! südseitig!,249000,92 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/6/376/044/986_-959974934_hoved.jpg
! PROVISIONSFREI! - STILVOLLER NEUBAU MIT PERFEKTEM SCHNITT - JEDE WOHNUNG MIT TOLLEN FREIFLÄCHEN,249000,45 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/5/377/441/615_-1870010712_hoved.jpg
"Wohnen in PURKERSDORF, Mischung aus Stadt und Land. PROVISIONSFREI.!",190909,49 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/3/380/135/933_180872369_hoved.jpg
NEUBAU MIT QUALITÄT IM STADTZENTRUM UND BEIM HAUPTPLATZ VON PURKERSDORF! - ! PROVISIONSFREI!,180909,49 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/7/368/907/627_900983611_hoved.jpg
NEUBAU MIT QUALITÄT IM STADTZENTRUM UND BEIM HAUPTPLATZ VON PURKERSDORF! - ! PROVISIONSFREI!,199000,44 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/3/371/207/703_900983611_hoved.jpg
Living Purkersdorf- NEUBAU im Stadtzentrum und beim HAUPTPLATZ,349000,44 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/9/379/982/999_180872369_hoved.jpg
AUFGEPASST! - PROVISIONSFREI -Im Wienerwald und doch im Ortszentrum- Top S- Bahn Anbindung!,435000,86 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/1/378/611/691_-959974934_hoved.jpg
Provisionsfrei! Gartenwohnung zum Vermieten mit USt. Ausweisung! südseitig! Garten & Terrasse!,435000,107 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/5/372/685/715_-847977492_hoved.jpg
"PROVISIONSFREI -Top Anbindung, Blick in Grüne, 4 Zimmer, große Terrasse und Garten.! WOHNTRAUM!",435000,107 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/6/379/610/316_-959974934_hoved.jpg
Provisionsfreie 3-Zimmer Balkon- und Terrassenwohnung mit einer südseitigen Ausrichtung!,330000,87 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/1/372/315/351_-847977492_hoved.jpg
Provisionsfreie 3-Zimmer Garten- und Terrassenwohnung mit einer südseitigen Ausrichtung!,235000.1,76 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/3/372/396/113_1808590763_hoved.jpg
"Provisionsfrei- Direkt im Stadtzentrum. Garten, Terrasse, Coole Ausstattung- Top S- BAHN Anbindung",299000,76 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/3/379/332/483_-1808208539_hoved.jpg
NEUBAU MIT QUALITÄT IM STADTZENTRUM UND BEIM HAUPTPLATZ VON PURKERSDORF! - ! PROVISIONSFREI!,299000,68 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/8/375/912/908_-971245215_hoved.jpg
WOHNEN IN PURKERSDORF - SCHÖNE 3 ZIMMER WOHNUNG MIT EIGENGARTEN UND TERRASSE! WOHNTRAUM!,435000.1,68 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/4/379/610/314_-1808208539_hoved.jpg
Provisionsfreie 4-Zimmer Balkon- und Terrassenwohnung zum Vermieten! südseitig! Nähe Wien!,349000,96 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/9/371/323/479_1968762396_hoved.jpg
Provisionsfrei! 3-Zimmer! Neubau! Erstbezug! Balkon! Südseitig! Fußbodenheizung! Bahnhof in Kürze erreichbar!,210000,86 m²,3002 Purkersdorf,teamneunzehn.at Immobilienmanagement GmbH & Co KG,https://cache.willhaben.at/mmo/1/371/326/491_-1366886571_hoved.jpg
